gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Cartilage precursors	Chondrocytes	Perichondrium	Stromal cells	Cardiomyocytes	Muscle progenitors	Mesoderm	Mesenchymal progenitors	Lateral plate mesoderm	Limb bud mesoderm	Limb bud mesenchyme	Myocytes	Branchial arch mesenchyme	Intermediate mesoderm	Osteoblasts	Dermomyotome	Vascular smooth muscle	Osteoprogenitors	Endothelial cells	Apical ectodermal ridge	Hind limb lateral plate mesoderm	Myotome	Periosteum
CALCR	P30988	False	CALCR_HUMAN		CPI-SS015B2F961	0.001	0.002	0.004	0.0	0.002	0.003	0.0	0.001	0.008	0.0	0.0	0.005	0.004	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0F531DDEB	0.001	0.002	0.004	0.0	0.002	0.003	0.0	0.001	0.008	0.0	0.0	0.005	0.004	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS07CF0C6E7	0.001	0.002	0.004	0.0	0.002	0.003	0.0	0.001	0.008	0.0	0.0	0.005	0.004	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.004	0.028	0.008	0.007	0.006	0.009	0.017	0.005	0.021	0.01	0.005	0.01	0.004	0.006	0.004	0.0	0.022	0.0	0.005	0.0	0.0	0.0	0.0
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS0747FCACD	0.044	0.114	0.059	0.091	0.086	0.101	0.035	0.045	0.116	0.094	0.101	0.08	0.033	0.141	0.048	0.0	0.023	0.02	0.074	0.0	0.193	0.0	0.055
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS062DED513	0.0	0.0	0.0	0.002	0.0	0.0	0.008	0.001	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS003AFD9BA	0.0	0.0	0.0	0.002	0.0	0.0	0.008	0.001	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0EC70F078	0.0	0.0	0.0	0.002	0.0	0.0	0.008	0.001	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS02CCE14A7	0.025	0.01	0.015	0.029	0.038	0.012	0.019	0.028	0.016	0.011	0.021	0.017	0.023	0.024	0.043	0.021	0.0	0.027	0.014	0.0	0.0	0.0	0.0
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS023D39112	0.024	0.282	0.164	0.094	0.144	0.023	0.254	0.06	0.082	0.067	0.068	0.024	0.109	0.089	0.035	0.0	0.017	0.064	0.196	0.0	0.103	0.041	0.042
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS04A7BCE8D	0.024	0.282	0.164	0.094	0.144	0.023	0.254	0.06	0.082	0.067	0.068	0.024	0.109	0.089	0.035	0.0	0.017	0.064	0.196	0.0	0.103	0.041	0.042
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0779676D0	0.035	0.038	0.038	0.067	0.027	0.027	0.036	0.045	0.016	0.065	0.038	0.033	0.051	0.046	0.043	0.051	0.048	0.01	0.021	0.137	0.057	0.0	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.035	0.038	0.038	0.067	0.027	0.027	0.036	0.045	0.016	0.065	0.038	0.033	0.051	0.046	0.043	0.051	0.048	0.01	0.021	0.137	0.057	0.0	0.0
SCTR	P47872	False	SCTR_HUMAN		CPI-SS0098B5107	0.001	0.012	0.011	0.008	0.02	0.0	0.009	0.005	0.005	0.01	0.006	0.002	0.003	0.01	0.005	0.0	0.109	0.011	0.013	0.0	0.026	0.0	0.0
SCTR	P47872	False	SCTR_HUMAN		CPI-SS021F26C73	0.001	0.012	0.011	0.008	0.02	0.0	0.009	0.005	0.005	0.01	0.006	0.002	0.003	0.01	0.005	0.0	0.109	0.011	0.013	0.0	0.026	0.0	0.0
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.0	0.0	0.003	0.025	0.008	0.038	0.01	0.007	0.009	0.011	0.002	0.034	0.004	0.014	0.01	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0
MET	P08581	False	MET_HUMAN		CPI-SS0BC7CD11B	0.025	0.021	0.078	0.033	0.017	0.418	0.023	0.018	0.073	0.011	0.038	0.146	0.025	0.02	0.003	0.11	0.0	0.017	0.04	0.0	0.0	0.133	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.153	0.331	0.273	0.266	0.175	0.125	0.262	0.217	0.205	0.148	0.213	0.082	0.254	0.32	0.233	0.195	0.108	0.204	0.094	0.082	0.24	0.248	0.141
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.153	0.331	0.273	0.266	0.175	0.125	0.262	0.217	0.205	0.148	0.213	0.082	0.254	0.32	0.233	0.195	0.108	0.204	0.094	0.082	0.24	0.248	0.141
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.153	0.331	0.273	0.266	0.175	0.125	0.262	0.217	0.205	0.148	0.213	0.082	0.254	0.32	0.233	0.195	0.108	0.204	0.094	0.082	0.24	0.248	0.141
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0984C2931	0.153	0.331	0.273	0.266	0.175	0.125	0.262	0.217	0.205	0.148	0.213	0.082	0.254	0.32	0.233	0.195	0.108	0.204	0.094	0.082	0.24	0.248	0.141
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.095	0.092	0.135	0.143	0.085	0.072	0.107	0.105	0.128	0.091	0.095	0.135	0.159	0.115	0.08	0.013	0.136	0.127	0.286	0.0	0.176	0.107	0.204
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.095	0.092	0.135	0.143	0.085	0.072	0.107	0.105	0.128	0.091	0.095	0.135	0.159	0.115	0.08	0.013	0.136	0.127	0.286	0.0	0.176	0.107	0.204
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.999	0.94	0.786	0.856	0.956	0.606	1.183	0.724	1.204	0.983	0.862	0.872	0.742	1.192	0.616	1.476	1.39	0.871	1.177	1.579	0.637	0.862	0.595
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	0.999	0.94	0.786	0.856	0.956	0.606	1.183	0.724	1.204	0.983	0.862	0.872	0.742	1.192	0.616	1.476	1.39	0.871	1.177	1.579	0.637	0.862	0.595
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	0.999	0.94	0.786	0.856	0.956	0.606	1.183	0.724	1.204	0.983	0.862	0.872	0.742	1.192	0.616	1.476	1.39	0.871	1.177	1.579	0.637	0.862	0.595
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.087	0.016	0.061	0.066	0.054	0.177	0.04	0.039	0.099	0.157	0.033	0.082	0.06	0.049	0.038	0.115	0.058	0.05	0.119	0.0	0.097	0.0	0.058
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.371	1.289	0.704	0.48	0.44	0.172	0.569	0.555	0.853	0.424	0.332	0.191	0.503	0.775	0.278	0.863	0.272	0.357	0.402	0.511	1.075	1.003	0.44
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.003	0.003	0.004	0.003	0.0	0.004	0.006	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.069	0.09	0.181	0.105	0.065	0.031	0.022	0.105	0.059	0.081	0.117	0.048	0.109	0.089	0.14	0.069	0.02	0.149	0.035	0.233	0.0	0.282	0.045
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.069	0.09	0.181	0.105	0.065	0.031	0.022	0.105	0.059	0.081	0.117	0.048	0.109	0.089	0.14	0.069	0.02	0.149	0.035	0.233	0.0	0.282	0.045
SORL1	Q92673	False	SORL_HUMAN		CPI-SS0D3C90DDA	0.069	0.09	0.181	0.105	0.065	0.031	0.022	0.105	0.059	0.081	0.117	0.048	0.109	0.089	0.14	0.069	0.02	0.149	0.035	0.233	0.0	0.282	0.045
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.244	0.325	0.404	0.246	0.253	0.219	0.319	0.261	0.189	0.292	0.262	0.114	0.28	0.342	0.281	0.437	0.158	0.248	0.067	0.134	0.157	0.373	0.327
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.064	0.134	0.165	0.098	0.111	0.023	0.085	0.089	0.069	0.085	0.134	0.019	0.13	0.14	0.086	0.163	0.611	0.098	0.021	0.0	0.243	0.077	0.051
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.417	0.485	0.698	0.457	0.538	0.085	0.26	0.677	0.115	0.657	0.503	0.108	0.486	0.421	0.35	0.279	0.036	0.529	0.094	0.764	0.369	0.402	0.543
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.417	0.485	0.698	0.457	0.538	0.085	0.26	0.677	0.115	0.657	0.503	0.108	0.486	0.421	0.35	0.279	0.036	0.529	0.094	0.764	0.369	0.402	0.543
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.069	0.257	0.101	0.528	0.082	0.075	0.089	0.086	0.079	0.093	0.091	0.168	0.059	0.136	0.142	0.15	0.16	0.109	0.175	0.141	0.028	0.0	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.054	0.047	0.07	0.37	0.042	0.055	0.041	0.076	0.113	0.053	0.102	0.187	0.188	0.084	0.123	0.0	0.057	0.084	0.127	0.108	0.03	0.063	0.126
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.054	0.047	0.07	0.37	0.042	0.055	0.041	0.076	0.113	0.053	0.102	0.187	0.188	0.084	0.123	0.0	0.057	0.084	0.127	0.108	0.03	0.063	0.126
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.009	0.096	0.12	0.112	0.018	0.014	0.03	0.213	0.054	0.033	0.044	0.068	0.024	0.039	0.029	0.0	0.096	0.015	0.023	0.0	0.083	0.0	0.076
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.009	0.096	0.12	0.112	0.018	0.014	0.03	0.213	0.054	0.033	0.044	0.068	0.024	0.039	0.029	0.0	0.096	0.015	0.023	0.0	0.083	0.0	0.076
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS048604E28	0.023	0.013	0.01	0.05	0.021	0.047	0.0	0.075	0.019	0.019	0.005	0.065	0.018	0.024	0.014	0.019	0.0	0.011	0.016	0.0	0.0	0.059	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0193C3064	0.023	0.013	0.01	0.05	0.021	0.047	0.0	0.075	0.019	0.019	0.005	0.065	0.018	0.024	0.014	0.019	0.0	0.011	0.016	0.0	0.0	0.059	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0D782F60B	0.023	0.013	0.01	0.05	0.021	0.047	0.0	0.075	0.019	0.019	0.005	0.065	0.018	0.024	0.014	0.019	0.0	0.011	0.016	0.0	0.0	0.059	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS080C0EEB8	0.033	0.029	0.041	0.08	0.038	0.02	0.017	0.02	0.034	0.045	0.041	0.032	0.019	0.048	0.015	0.0	0.018	0.064	0.019	0.262	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.033	0.029	0.041	0.08	0.038	0.02	0.017	0.02	0.034	0.045	0.041	0.032	0.019	0.048	0.015	0.0	0.018	0.064	0.019	0.262	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0DC5ADBF1	0.033	0.029	0.041	0.08	0.038	0.02	0.017	0.02	0.034	0.045	0.041	0.032	0.019	0.048	0.015	0.0	0.018	0.064	0.019	0.262	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.033	0.029	0.041	0.08	0.038	0.02	0.017	0.02	0.034	0.045	0.041	0.032	0.019	0.048	0.015	0.0	0.018	0.064	0.019	0.262	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.033	0.029	0.041	0.08	0.038	0.02	0.017	0.02	0.034	0.045	0.041	0.032	0.019	0.048	0.015	0.0	0.018	0.064	0.019	0.262	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E7523314	0.033	0.029	0.041	0.08	0.038	0.02	0.017	0.02	0.034	0.045	0.041	0.032	0.019	0.048	0.015	0.0	0.018	0.064	0.019	0.262	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0D81C6C1D	0.033	0.029	0.041	0.08	0.038	0.02	0.017	0.02	0.034	0.045	0.041	0.032	0.019	0.048	0.015	0.0	0.018	0.064	0.019	0.262	0.0	0.0	0.0
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0261EA048	0.265	0.223	0.303	0.272	0.213	0.248	0.193	0.301	0.26	0.358	0.306	0.222	0.297	0.288	0.332	0.267	0.113	0.239	0.088	0.125	0.202	0.356	0.154
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.265	0.223	0.303	0.272	0.213	0.248	0.193	0.301	0.26	0.358	0.306	0.222	0.297	0.288	0.332	0.267	0.113	0.239	0.088	0.125	0.202	0.356	0.154
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.265	0.223	0.303	0.272	0.213	0.248	0.193	0.301	0.26	0.358	0.306	0.222	0.297	0.288	0.332	0.267	0.113	0.239	0.088	0.125	0.202	0.356	0.154
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0E32BEF02	0.007	0.005	0.001	0.021	0.013	0.0	0.0	0.002	0.013	0.0	0.005	0.002	0.0	0.009	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.08	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS05550A895	0.007	0.005	0.001	0.021	0.013	0.0	0.0	0.002	0.013	0.0	0.005	0.002	0.0	0.009	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.08	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.597	2.258	0.658	0.741	0.82	0.355	1.268	0.722	0.833	0.709	0.792	0.348	1.025	0.827	0.674	1.03	0.331	0.637	0.32	0.61	0.667	1.073	0.858
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.597	2.258	0.658	0.741	0.82	0.355	1.268	0.722	0.833	0.709	0.792	0.348	1.025	0.827	0.674	1.03	0.331	0.637	0.32	0.61	0.667	1.073	0.858
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.597	2.258	0.658	0.741	0.82	0.355	1.268	0.722	0.833	0.709	0.792	0.348	1.025	0.827	0.674	1.03	0.331	0.637	0.32	0.61	0.667	1.073	0.858
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.597	2.258	0.658	0.741	0.82	0.355	1.268	0.722	0.833	0.709	0.792	0.348	1.025	0.827	0.674	1.03	0.331	0.637	0.32	0.61	0.667	1.073	0.858
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	0.597	2.258	0.658	0.741	0.82	0.355	1.268	0.722	0.833	0.709	0.792	0.348	1.025	0.827	0.674	1.03	0.331	0.637	0.32	0.61	0.667	1.073	0.858
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.597	2.258	0.658	0.741	0.82	0.355	1.268	0.722	0.833	0.709	0.792	0.348	1.025	0.827	0.674	1.03	0.331	0.637	0.32	0.61	0.667	1.073	0.858
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.379	0.41	0.469	0.372	0.263	0.339	0.27	0.437	0.222	0.505	0.418	0.312	0.405	0.475	0.47	0.301	0.387	0.387	0.156	0.108	0.24	0.273	0.259
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.379	0.41	0.469	0.372	0.263	0.339	0.27	0.437	0.222	0.505	0.418	0.312	0.405	0.475	0.47	0.301	0.387	0.387	0.156	0.108	0.24	0.273	0.259
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.893	0.899	0.99	0.687	0.901	0.236	0.749	0.661	0.592	0.968	1.09	0.209	1.058	0.819	1.101	1.281	0.364	1.032	0.228	1.409	0.982	0.984	0.73
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00A6240B6	0.893	0.899	0.99	0.687	0.901	0.236	0.749	0.661	0.592	0.968	1.09	0.209	1.058	0.819	1.101	1.281	0.364	1.032	0.228	1.409	0.982	0.984	0.73
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.177	0.141	0.187	0.3	0.119	0.27	0.119	0.162	0.213	0.128	0.2	0.235	0.221	0.155	0.211	0.276	0.037	0.212	0.132	0.141	0.067	0.249	0.213
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.177	0.141	0.187	0.3	0.119	0.27	0.119	0.162	0.213	0.128	0.2	0.235	0.221	0.155	0.211	0.276	0.037	0.212	0.132	0.141	0.067	0.249	0.213
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.177	0.141	0.187	0.3	0.119	0.27	0.119	0.162	0.213	0.128	0.2	0.235	0.221	0.155	0.211	0.276	0.037	0.212	0.132	0.141	0.067	0.249	0.213
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.535	1.182	1.578	1.081	1.374	0.483	1.789	1.455	0.924	1.648	1.092	0.245	1.226	1.868	1.039	0.854	0.85	1.447	0.235	0.108	1.585	0.713	1.807
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS023738D54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS0E0BCE16F	0.001	0.0	0.001	0.0	0.0	0.027	0.0	0.001	0.015	0.006	0.0	0.02	0.0	0.0	0.009	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.746	0.87	1.158	1.457	1.256	1.124	0.56	0.942	0.931	0.739	0.858	1.981	0.906	1.483	0.924	1.052	1.041	0.664	0.509	0.276	1.531	1.25	0.831
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.01	0.008	0.183	0.03	0.008	0.001	0.007	0.04	0.0	0.009	0.033	0.098	0.01	0.012	0.009	0.015	0.0	0.05	0.006	0.0	0.0	0.0	0.041
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.024	0.007	0.01	0.041	0.019	0.323	0.0	0.016	0.184	0.03	0.009	0.209	0.009	0.006	0.0	0.0	0.0	0.01	0.016	0.447	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.024	0.007	0.01	0.041	0.019	0.323	0.0	0.016	0.184	0.03	0.009	0.209	0.009	0.006	0.0	0.0	0.0	0.01	0.016	0.447	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.024	0.007	0.01	0.041	0.019	0.323	0.0	0.016	0.184	0.03	0.009	0.209	0.009	0.006	0.0	0.0	0.0	0.01	0.016	0.447	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.024	0.007	0.01	0.041	0.019	0.323	0.0	0.016	0.184	0.03	0.009	0.209	0.009	0.006	0.0	0.0	0.0	0.01	0.016	0.447	0.0	0.0	0.0
FGF8	P55075	False	FGF8_HUMAN		CPI-SS0769B1FF3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF8	P55075	False	FGF8_HUMAN		CPI-SS07BA4A3B7	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF8	P55075	False	FGF8_HUMAN		CPI-SS05C077A1E	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF8	P55075	False	FGF8_HUMAN		CPI-SS0D99CC068	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS07A0F4D73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS01D785DBA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.001	0.018	0.007	0.006	0.0	0.004	0.009	0.001	0.004	0.0	0.0	0.004	0.002	0.005	0.005	0.019	0.0	0.005	0.001	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.947	0.605	1.134	0.938	0.629	0.363	0.319	0.968	0.326	1.028	0.993	0.339	1.236	0.665	1.319	0.967	0.166	0.768	0.28	0.942	0.526	0.742	0.98
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.004	0.036	0.007	0.011	0.0	0.005	0.0	0.007	0.009	0.01	0.0	0.004	0.002	0.004	0.0	0.0	0.0	0.01	0.005	0.0	0.0	0.0	0.0
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.033	0.059	0.056	0.107	0.053	0.342	0.075	0.05	0.052	0.027	0.043	0.084	0.04	0.019	0.064	0.247	0.045	0.022	0.044	0.0	0.05	0.076	0.107
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02C29C238	0.033	0.059	0.056	0.107	0.053	0.342	0.075	0.05	0.052	0.027	0.043	0.084	0.04	0.019	0.064	0.247	0.045	0.022	0.044	0.0	0.05	0.076	0.107
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.033	0.059	0.056	0.107	0.053	0.342	0.075	0.05	0.052	0.027	0.043	0.084	0.04	0.019	0.064	0.247	0.045	0.022	0.044	0.0	0.05	0.076	0.107
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.01	0.032	0.034	0.024	0.008	0.024	0.017	0.016	0.026	0.012	0.021	0.01	0.063	0.018	0.01	0.023	0.0	0.037	0.013	0.0	0.0	0.0	0.0
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.01	0.032	0.034	0.024	0.008	0.024	0.017	0.016	0.026	0.012	0.021	0.01	0.063	0.018	0.01	0.023	0.0	0.037	0.013	0.0	0.0	0.0	0.0
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.18	0.199	0.181	0.335	0.2	0.19	0.14	0.196	0.373	0.214	0.219	0.272	0.216	0.268	0.163	0.262	0.27	0.186	0.363	0.576	0.024	0.279	0.264
