gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Chondrocytes	Mesenchymal progenitors	Cardiomyocytes	Muscle progenitors	Intermediate mesoderm	Myocytes	Stromal cells	Perichondrium	Endothelial cells	Limb bud mesenchyme	Branchial arch mesenchyme	Cartilage precursors	Vascular smooth muscle	Mesoderm	Lateral plate mesoderm	Osteoprogenitors	Osteoblasts	Apical ectodermal ridge	Hind limb lateral plate mesoderm	Periosteum	Dermomyotome	Myotome	Limb bud mesoderm
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.21	0.371	0.294	0.3	0.658	0.439	0.974	0.289	0.361	0.48	0.564	0.462	0.364	0.097	0.338	0.436	0.661	1.522	0.116	0.26	1.025	1.036	0.674
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.027	0.04	0.024	0.055	0.04	0.072	0.168	0.019	0.05	0.057	0.048	0.041	0.125	0.017	0.063	0.035	0.033	0.0	0.0	0.03	0.0	0.0	0.0
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.099	0.057	0.061	0.032	0.05	0.056	0.091	0.066	0.032	0.088	0.079	0.073	0.167	0.058	0.068	0.035	0.061	0.0	0.0	0.019	0.077	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.0	0.009	0.01	0.006	0.009	0.023	0.09	0.027	0.026	0.039	0.037	0.01	0.0	0.01	0.026	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.002	0.001	0.0	0.0	0.003	0.002	0.012	0.001	0.0	0.0	0.002	0.0	0.008	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.051	0.064	0.067	0.092	0.085	0.065	0.08	0.114	0.197	0.069	0.032	0.063	0.071	0.086	0.234	0.084	0.048	0.0	0.11	0.122	0.087	0.0	0.0
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	0.027	0.09	0.016	0.121	0.019	0.062	0.058	0.2	0.049	0.054	0.083	0.014	0.096	0.074	0.014	0.054	0.178	0.46	0.263	0.104	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.027	0.09	0.016	0.121	0.019	0.062	0.058	0.2	0.049	0.054	0.083	0.014	0.096	0.074	0.014	0.054	0.178	0.46	0.263	0.104	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.027	0.09	0.016	0.121	0.019	0.062	0.058	0.2	0.049	0.054	0.083	0.014	0.096	0.074	0.014	0.054	0.178	0.46	0.263	0.104	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.027	0.09	0.016	0.121	0.019	0.062	0.058	0.2	0.049	0.054	0.083	0.014	0.096	0.074	0.014	0.054	0.178	0.46	0.263	0.104	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.005	0.003	0.009	0.441	0.009	0.339	0.022	0.006	0.006	0.004	0.013	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.005	0.003	0.009	0.441	0.009	0.339	0.022	0.006	0.006	0.004	0.013	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.005	0.003	0.009	0.441	0.009	0.339	0.022	0.006	0.006	0.004	0.013	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.005	0.003	0.009	0.441	0.009	0.339	0.022	0.006	0.006	0.004	0.013	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS02896561C	0.005	0.003	0.009	0.441	0.009	0.339	0.022	0.006	0.006	0.004	0.013	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0FA481114	0.005	0.003	0.009	0.441	0.009	0.339	0.022	0.006	0.006	0.004	0.013	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS066347638	0.005	0.003	0.009	0.441	0.009	0.339	0.022	0.006	0.006	0.004	0.013	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.005	0.003	0.009	0.441	0.009	0.339	0.022	0.006	0.006	0.004	0.013	0.01	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.316	0.459	0.299	0.344	0.543	0.291	0.387	0.504	0.205	0.701	0.55	0.484	0.188	0.245	0.208	0.389	0.643	0.196	0.285	0.297	0.639	0.871	0.675
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.316	0.459	0.299	0.344	0.543	0.291	0.387	0.504	0.205	0.701	0.55	0.484	0.188	0.245	0.208	0.389	0.643	0.196	0.285	0.297	0.639	0.871	0.675
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.316	0.459	0.299	0.344	0.543	0.291	0.387	0.504	0.205	0.701	0.55	0.484	0.188	0.245	0.208	0.389	0.643	0.196	0.285	0.297	0.639	0.871	0.675
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.316	0.459	0.299	0.344	0.543	0.291	0.387	0.504	0.205	0.701	0.55	0.484	0.188	0.245	0.208	0.389	0.643	0.196	0.285	0.297	0.639	0.871	0.675
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0FFB9E01B	0.316	0.459	0.299	0.344	0.543	0.291	0.387	0.504	0.205	0.701	0.55	0.484	0.188	0.245	0.208	0.389	0.643	0.196	0.285	0.297	0.639	0.871	0.675
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS014E486AB	0.316	0.459	0.299	0.344	0.543	0.291	0.387	0.504	0.205	0.701	0.55	0.484	0.188	0.245	0.208	0.389	0.643	0.196	0.285	0.297	0.639	0.871	0.675
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.316	0.459	0.299	0.344	0.543	0.291	0.387	0.504	0.205	0.701	0.55	0.484	0.188	0.245	0.208	0.389	0.643	0.196	0.285	0.297	0.639	0.871	0.675
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0D67110B0	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS08883E9F6	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02FEAF02E	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	0.696	0.323	0.989	0.192	0.611	0.253	0.54	0.37	0.274	0.667	0.666	0.702	0.272	0.635	0.347	0.558	0.791	0.881	0.468	0.37	0.502	0.32	0.362
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS013E86AFF	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0F9EE20C3	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS076D8A297	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.011	0.009	0.008	0.014	0.009	0.012	0.038	0.008	0.009	0.022	0.021	0.022	0.014	0.043	0.011	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.01	0.021	0.035	0.042	0.042	0.041	0.017	0.02	0.025	0.011	0.03	0.058	0.008	0.025	0.0	0.0	0.046	0.0	0.0	0.026	0.0	0.0	0.0
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.006	0.006	0.008	0.003	0.015	0.004	0.006	0.011	0.006	0.022	0.013	0.009	0.0	0.0	0.023	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.072
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.888	0.693	0.824	0.477	0.6	0.152	0.535	1.116	0.592	0.456	0.531	0.22	0.338	0.505	0.35	0.605	0.781	0.774	0.501	0.751	0.23	0.0	0.496
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.888	0.693	0.824	0.477	0.6	0.152	0.535	1.116	0.592	0.456	0.531	0.22	0.338	0.505	0.35	0.605	0.781	0.774	0.501	0.751	0.23	0.0	0.496
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.888	0.693	0.824	0.477	0.6	0.152	0.535	1.116	0.592	0.456	0.531	0.22	0.338	0.505	0.35	0.605	0.781	0.774	0.501	0.751	0.23	0.0	0.496
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.888	0.693	0.824	0.477	0.6	0.152	0.535	1.116	0.592	0.456	0.531	0.22	0.338	0.505	0.35	0.605	0.781	0.774	0.501	0.751	0.23	0.0	0.496
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.888	0.693	0.824	0.477	0.6	0.152	0.535	1.116	0.592	0.456	0.531	0.22	0.338	0.505	0.35	0.605	0.781	0.774	0.501	0.751	0.23	0.0	0.496
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.119	0.116	0.119	0.306	0.117	1.231	0.218	0.18	0.118	0.142	0.12	0.128	0.139	0.175	0.129	0.098	0.128	0.0	0.119	0.126	0.262	0.0	0.362
BMP10	O95393	False	BMP10_HUMAN		CPI-CS0A97B38B6	0.0	0.001	0.041	0.0	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP10	O95393	False	BMP10_HUMAN		CPI-SS0D41E15AC	0.0	0.001	0.041	0.0	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF2	Q9UK05	False	GDF2_HUMAN		CPI-CS0157F2E34	0.0	0.001	0.072	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.057	0.064	0.048	0.092	0.084	0.059	0.075	0.067	0.105	0.062	0.046	0.05	0.074	0.076	0.035	0.017	0.128	0.0	0.025	0.022	0.094	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.057	0.064	0.048	0.092	0.084	0.059	0.075	0.067	0.105	0.062	0.046	0.05	0.074	0.076	0.035	0.017	0.128	0.0	0.025	0.022	0.094	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02904BE32	0.057	0.064	0.048	0.092	0.084	0.059	0.075	0.067	0.105	0.062	0.046	0.05	0.074	0.076	0.035	0.017	0.128	0.0	0.025	0.022	0.094	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.057	0.064	0.048	0.092	0.084	0.059	0.075	0.067	0.105	0.062	0.046	0.05	0.074	0.076	0.035	0.017	0.128	0.0	0.025	0.022	0.094	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.057	0.064	0.048	0.092	0.084	0.059	0.075	0.067	0.105	0.062	0.046	0.05	0.074	0.076	0.035	0.017	0.128	0.0	0.025	0.022	0.094	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS00E3EB9FE	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.0	0.001	0.0	0.0	0.005	0.004	0.0	0.002	0.004	0.0	0.004	0.007	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08CC8F9D3	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP7	P18075	False	BMP7_HUMAN		CPI-CS046B3C139	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0288D901D	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP7	P18075	False	BMP7_HUMAN		CPI-CS05EAF93CC	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08109C435	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0D35E69F6	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0C99F8D96	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0DF85303A	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08A853007	0.246	0.051	0.023	0.075	0.038	0.039	0.084	0.051	0.016	0.073	0.024	0.066	0.0	0.021	0.038	0.041	0.077	0.196	0.038	0.046	0.153	0.0	0.076
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0E1BF543E	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0EC80CA59	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0FCC00896	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP5	P22003	False	BMP5_HUMAN		CPI-CS046BCFC6F	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP5	P22003	False	BMP5_HUMAN		CPI-CS02C93975C	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP5	P22003	False	BMP5_HUMAN		CPI-CS047EE9E03	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0CA393CC5	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP5	P22003	False	BMP5_HUMAN		CPI-CS01A4D7E2F	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0BEC40E19	0.321	0.205	0.333	0.027	0.133	0.028	0.136	0.192	0.023	0.179	0.15	0.139	0.443	0.661	0.118	0.144	0.097	0.576	0.133	0.067	0.252	0.325	0.235
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0C16967C6	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0FFBA02F8	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP6	P22004	False	BMP6_HUMAN		CPI-CS02AEFFE28	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0F6CFB979	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0EF793D6A	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0247DA882	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP6	P22004	False	BMP6_HUMAN		CPI-CS076E1A639	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0921BB754	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0C0D60519	0.484	0.035	0.066	0.023	0.063	0.02	0.077	0.032	0.147	0.09	0.201	0.028	0.039	0.023	0.192	0.017	0.206	0.0	0.025	0.026	0.0	0.0	0.07
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0AEE2FB22	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0CE2A204A	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0860DA460	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS090FFEDFE	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0484364A2	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0C091F24B	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS017A50010	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS01319F57A	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS03DF8BD36	0.004	0.001	0.0	0.002	0.0	0.003	0.002	0.003	0.005	0.0	0.0	0.0	0.017	0.0	0.009	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	False	INHBA_HUMAN		CPI-CS091BF99D0	0.004	0.028	0.008	0.001	0.035	0.003	0.012	0.041	0.005	0.051	0.06	0.011	0.023	0.013	0.021	0.037	0.042	0.0	0.0	0.065	0.0	0.0	0.124
INHBA	P08476	False	INHBA_HUMAN		CPI-CS04DD927C9	0.004	0.028	0.008	0.001	0.035	0.003	0.012	0.041	0.005	0.051	0.06	0.011	0.023	0.013	0.021	0.037	0.042	0.0	0.0	0.065	0.0	0.0	0.124
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0533A30DC	0.004	0.028	0.008	0.001	0.035	0.003	0.012	0.041	0.005	0.051	0.06	0.011	0.023	0.013	0.021	0.037	0.042	0.0	0.0	0.065	0.0	0.0	0.124
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0C159B54D	0.004	0.028	0.008	0.001	0.035	0.003	0.012	0.041	0.005	0.051	0.06	0.011	0.023	0.013	0.021	0.037	0.042	0.0	0.0	0.065	0.0	0.0	0.124
